,포켓몬 사진,포켓몬 번호,포켓몬 이름,포켓몬 폼
111,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/007802.png,No.0078,날쌩마,가라르의 모습
112,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/007901.png,No.0079,야돈,
113,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/007902.png,No.0079,야돈,가라르의 모습
114,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008001.png,No.0080,야도란,
115,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008002.png,No.0080,야도란,가라르의 모습
116,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008003.png,No.0080,메가야도란,
117,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008101.png,No.0081,코일,
118,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008201.png,No.0082,레어코일,
119,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008301.png,No.0083,파오리,
120,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008302.png,No.0083,파오리,가라르의 모습
121,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008401.png,No.0084,두두,
122,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008501.png,No.0085,두트리오,
123,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008601.png,No.0086,쥬쥬,
124,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008701.png,No.0087,쥬레곤,
125,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008801.png,No.0088,질퍽이,
126,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008802.png,No.0088,질퍽이,알로라의 모습
127,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008901.png,No.0089,질뻐기,
128,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/008902.png,No.0089,질뻐기,알로라의 모습
129,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009001.png,No.0090,셀러,
130,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009101.png,No.0091,파르셀,
131,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009201.png,No.0092,고오스,
132,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009301.png,No.0093,고우스트,
133,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009401.png,No.0094,팬텀,
134,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009402.png,No.0094,메가팬텀,
135,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009403.png,No.0094,팬텀,거다이맥스의 모습
136,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009501.png,No.0095,롱스톤,
137,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009601.png,No.0096,슬리프,
138,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009701.png,No.0097,슬리퍼,
139,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009801.png,No.0098,크랩,
140,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009901.png,No.0099,킹크랩,
141,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/009902.png,No.0099,킹크랩,거다이맥스의 모습
142,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010001.png,No.0100,찌리리공,
143,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010002.png,No.0100,찌리리공,히스이의 모습
144,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010101.png,No.0101,붐볼,
145,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010102.png,No.0101,붐볼,히스이의 모습
146,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010201.png,No.0102,아라리,
147,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010301.png,No.0103,나시,
148,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010302.png,No.0103,나시,알로라의 모습
149,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010401.png,No.0104,탕구리,
150,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010501.png,No.0105,텅구리,
151,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010502.png,No.0105,텅구리,알로라의 모습
152,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010601.png,No.0106,시라소몬,
153,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010701.png,No.0107,홍수몬,
154,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010801.png,No.0108,내루미,
155,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/010901.png,No.0109,또가스,
156,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011001.png,No.0110,또도가스,
157,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011002.png,No.0110,또도가스,가라르의 모습
158,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011101.png,No.0111,뿔카노,
159,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011201.png,No.0112,코뿌리,
160,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011301.png,No.0113,럭키,
161,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011401.png,No.0114,덩쿠리,
162,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011501.png,No.0115,캥카,
163,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011502.png,No.0115,메가캥카,
164,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011601.png,No.0116,쏘드라,
165,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011701.png,No.0117,시드라,
166,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011801.png,No.0118,콘치,
167,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/011901.png,No.0119,왕콘치,
168,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012001.png,No.0120,별가사리,
169,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012101.png,No.0121,아쿠스타,
170,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012201.png,No.0122,마임맨,
171,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012202.png,No.0122,마임맨,가라르의 모습
172,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012301.png,No.0123,스라크,
173,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012401.png,No.0124,루주라,
174,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012501.png,No.0125,에레브,
175,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012601.png,No.0126,마그마,
176,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012701.png,No.0127,쁘사이저,
177,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012702.png,No.0127,메가쁘사이저,
178,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012801.png,No.0128,켄타로스,
179,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012802.png,No.0128,켄타로스,팔데아의 모습 / 컴뱃종
180,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012803.png,No.0128,켄타로스,팔데아의 모습 / 블레이즈종
181,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012804.png,No.0128,켄타로스,팔데아의 모습 / 워터종
182,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/012901.png,No.0129,잉어킹,
183,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013001.png,No.0130,갸라도스,
184,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013002.png,No.0130,메가갸라도스,
185,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013103.png,No.0131,라프라스,
186,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013104.png,No.0131,라프라스,거다이맥스의 모습
187,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013201.png,No.0132,메타몽,
188,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013301.png,No.0133,이브이,
189,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013302.png,No.0133,이브이,거다이맥스의 모습
190,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013401.png,No.0134,샤미드,
191,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013501.png,No.0135,쥬피썬더,
192,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013601.png,No.0136,부스터,
193,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013701.png,No.0137,폴리곤,
194,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013801.png,No.0138,암나이트,
195,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/013901.png,No.0139,암스타,
196,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014001.png,No.0140,투구,
197,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014101.png,No.0141,투구푸스,
198,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014201.png,No.0142,프테라,
199,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014202.png,No.0142,메가프테라,
200,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014301.png,No.0143,잠만보,
201,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014302.png,No.0143,잠만보,거다이맥스의 모습
202,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014401.png,No.0144,프리져,
203,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014402.png,No.0144,프리져,가라르의 모습
204,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014501.png,No.0145,썬더,
205,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014502.png,No.0145,썬더,가라르의 모습
206,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014601.png,No.0146,파이어,
207,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014602.png,No.0146,파이어,가라르의 모습
208,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014701.png,No.0147,미뇽,
209,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014801.png,No.0148,신뇽,
210,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/014901.png,No.0149,망나뇽,
211,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015001.png,No.0150,뮤츠,
212,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015002.png,No.0150,메가뮤츠X,
213,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015003.png,No.0150,메가뮤츠Y,
214,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015101.png,No.0151,뮤,
215,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015201.png,No.0152,치코리타,
216,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015301.png,No.0153,베이리프,
217,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015401.png,No.0154,메가니움,
218,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015501.png,No.0155,브케인,
219,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015601.png,No.0156,마그케인,
220,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015701.png,No.0157,블레이범,
221,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015702.png,No.0157,블레이범,히스이의 모습
222,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015801.png,No.0158,리아코,
223,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/015901.png,No.0159,엘리게이,
224,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016001.png,No.0160,장크로다일,
225,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016101.png,No.0161,꼬리선,
226,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016201.png,No.0162,다꼬리,
227,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016301.png,No.0163,부우부,
228,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016401.png,No.0164,야부엉,
229,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016501.png,No.0165,레디바,
230,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016601.png,No.0166,레디안,
231,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016701.png,No.0167,페이검,
232,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016801.png,No.0168,아리아도스,
233,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/016901.png,No.0169,크로뱃,
234,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017001.png,No.0170,초라기,
235,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017101.png,No.0171,랜턴,
236,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017201.png,No.0172,피츄,
237,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017301.png,No.0173,삐,
238,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017401.png,No.0174,푸푸린,
239,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017501.png,No.0175,토게피,
240,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017601.png,No.0176,토게틱,
241,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017701.png,No.0177,네이티,
242,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017801.png,No.0178,네이티오,
243,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/017901.png,No.0179,메리프,
244,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018001.png,No.0180,보송송,
245,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018101.png,No.0181,전룡,
246,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018102.png,No.0181,메가전룡,
247,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018201.png,No.0182,아르코,
248,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018301.png,No.0183,마릴,
249,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018401.png,No.0184,마릴리,
250,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018501.png,No.0185,꼬지모,
251,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018601.png,No.0186,왕구리,
252,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018701.png,No.0187,통통코,
253,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018801.png,No.0188,두코,
254,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/018901.png,No.0189,솜솜코,
255,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019001.png,No.0190,에이팜,
256,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019101.png,No.0191,해너츠,
257,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019201.png,No.0192,해루미,
258,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019301.png,No.0193,왕자리,
259,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019401.png,No.0194,우파,
260,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019402.png,No.0194,우파,팔데아의 모습
261,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019501.png,No.0195,누오,
262,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019601.png,No.0196,에브이,
263,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019701.png,No.0197,블래키,
264,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019801.png,No.0198,니로우,
265,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019901.png,No.0199,야도킹,
266,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/019902.png,No.0199,야도킹,가라르의 모습
267,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020001.png,No.0200,무우마,
268,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020101.png,No.0201,안농,
269,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020201.png,No.0202,마자용,
270,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020301.png,No.0203,키링키,
271,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020401.png,No.0204,피콘,
272,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020501.png,No.0205,쏘콘,
273,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020601.png,No.0206,노고치,
274,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020701.png,No.0207,글라이거,
275,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020801.png,No.0208,강철톤,
276,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020802.png,No.0208,메가강철톤,
277,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/020901.png,No.0209,블루,
278,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021001.png,No.0210,그랑블루,
279,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021101.png,No.0211,침바루,
280,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021102.png,No.0211,침바루,히스이의 모습
281,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021201.png,No.0212,핫삼,
